3522	CAR	10
3522	NAS	13
3523	LAT	16
3526	CAR	5
3526	LAT	57
3535	CAR	15
3541	NAS	30
3548	CAR	64
3548	LAT	346
3562	NAS	33
3566	CAR	20
3566	LAT	2
3574	CAR	29
3577	NAS	28
3579	NAS	16
3582	NAS	20
3599	NAS	31
3600	LAT	16
3610	NAS	22
3611	NAS	33
3618	NAS	18
3624	LAT	37
3624	NAS	21
3625	NAS	26
3645	CAR	4
3645	LAT	9
3645	NAS	2
3654	CAR	12
3654	LAT	103
3654	NAS	3
3656	CAR	49
3658	CAR	9
3658	LAT	12
3658	NAS	7
3659	LAT	16
3659	NAS	6
3670	CAR	19
3670	NAS	4
3676	CAR	6
3676	NAS	21
3682	NAS	17
3686	NAS	32
3688	NAS	21
3692	LAT	8
3692	NAS	14
3693	LAT	7
3693	NAS	29
3697	NAS	17
3703	NAS	23
3709	NAS	21
3712	LAT	50
3712	NAS	1
3730	CAR	10
3730	LAT	45
3730	NAS	4
3736	NAS	111
3754	NAS	23
3763	NAS	28
3767	LAT	35
3767	NAS	1
3772	LAT	24
3772	NAS	3
3773	CAR	7
3773	LAT	21
3774	LAT	27
3774	NAS	1
3792	NAS	31
3793	NAS	35
3795	LAT	16
3795	NAS	108
3798	CAR	52
3798	NAS	18
3799	LAT	75
3800	LAT	52
3801	CAR	30
3802	CAR	32
3811	NAS	19
3813	NAS	47
3820	LAT	8
3820	NAS	11
3822	CAR	12
3822	NAS	6
3823	CAR	4
3823	LAT	11
3823	NAS	5
3824	CAR	4
3824	LAT	20
3832	LAT	30
3833	CAR	25
3833	NAS	5
3834	CAR	3
3834	LAT	30
3842	LAT	55
3843	LAT	61
3843	NAS	11
3846	NAS	30
3847	CAR	28
3849	CAR	75
3850	LAT	64
3851	CAR	5
3851	LAT	80
3854	CAR	28
3859	CAR	108
3859	LAT	17
3859	NAS	5
3860	LAT	69
3861	LAT	53
3862	LAT	35
3877	NAS	16
3900	NAS	23
3911	NAS	47
3923	NAS	16
3929	NAS	22
3965	CAR	36
3965	NAS	26
3966	CAR	3
3966	LAT	15
3973	NAS	59
3975	NAS	103
3978	CAR	12
3978	NAS	8
3981	LAT	2
3981	NAS	61
3984	NAS	30
3985	LAT	17
4003	LAT	4
4003	NAS	19
4014	NAS	37
4034	NAS	19
4036	NAS	21
4039	LAT	9
4039	NAS	19
4039	WEA	13
4062	CAR	2
4062	LAT	16
4063	CAR	19
4077	NAS	18
4085	NAS	75
4086	LAT	45
4086	NAS	1
4088	NAS	18
4091	CAR	16
4091	NAS	9
4096	NAS	30
4099	NAS	19
4101	LAT	225
4103	NAS	36
4116	LAT	45
4116	NAS	2
4117	CAR	53
4117	NAS	1
4121	CAR	13
4121	NAS	9
4137	CAR	6
4137	NAS	11
4138	LAT	16
4168	LAT	16
4168	NAS	1
4172	CAR	56
4182	LAT	8
4182	NAS	8
4183	NAS	17
4189	LAT	9
4189	NAS	19
4196	LAT	22
4196	NAS	3
4232	LAT	9
4232	NAS	7
4238	CAR	16
4245	CAR	5
4245	NAS	11
4253	LAT	5
4253	NAS	21
4255	CAR	15
4258	NAS	67
4264	CAR	160
4268	LAT	31
4268	NAS	6
4271	NAS	109
4275	LAT	69
4276	NAS	73
4278	CAR	8
4278	LAT	26
4279	LAT	28
4279	NAS	42
4281	LAT	174
4281	NAS	37
4282	NAS	138
4311	CAR	20
4360	NAS	25
4365	NAS	84
4380	NAS	38
4388	CAR	4
4388	LAT	28
4393	CAR	5
4393	LAT	14
4398	NAS	18
4405	NAS	18
4406	CAR	2
4406	LAT	19
4409	NAS	18
4411	NAS	93
4413	CAR	13
4413	NAS	11
4414	NAS	17
4424	CAR	14
4424	NAS	22
4433	CAR	77
4433	NAS	6
4444	CAR	14
4444	NAS	34
4445	NAS	17
4451	CAR	7
4451	LAT	18
4457	NAS	206
4462	NAS	15
4466	NAS	78
4472	CAR	14
4472	NAS	33
4477	CAR	8
4477	NAS	9
4479	NAS	60
4480	NAS	82
4483	CAR	36
4483	NAS	10
4484	CAR	8
4484	NAS	32
4485	LAT	32
4486	CAR	47
4487	CAR	41
4487	NAS	7
4488	NAS	17
4489	LAT	17
4492	NAS	19
4496	NAS	18
4501	CAR	29
4501	NAS	16
4502	LAT	25
4503	LAT	20
4503	NAS	4
4504	CAR	3
4504	NAS	16
4510	CAR	8
4510	NAS	12
4542	NAS	17
4543	NAS	34
4544	CAR	182
4552	CAR	19
4552	NAS	9
4554	CAR	2
4554	NAS	17
4574	CAR	5
4574	LAT	24
4574	NAS	3
4584	CAR	32
4585	CAR	1
4585	LAT	10
4585	NAS	5
4609	CAR	13
4609	NAS	7
4619	NAS	16
4628	CAR	5
4628	LAT	49
4629	CAR	13
4629	LAT	48
4630	CAR	4
4630	LAT	57
4630	NAS	5
4631	NAS	63
4643	CAR	19
4651	LAT	2
4651	NAS	37
4659	CAR	14
4659	NAS	8
4674	CAR	24
4674	LAT	12
4674	NAS	4
4683	LAT	13
4683	NAS	9
4686	CAR	10
4686	LAT	6
4695	LAT	32
4695	NAS	8
4703	CAR	10
4703	LAT	10
4714	CAR	104
4714	LAT	1
4715	CAR	1
4715	LAT	28
4715	NAS	5
4716	CAR	28
4730	CAR	17
4734	LAT	9
4734	SEC	7
4752	CAR	2
4752	LAT	36
4753	LAT	56
4754	LAT	19
4795	LAT	135
4796	NAS	126
4797	LAT	126
4797	NAS	21
4805	CAR	15
4825	CAR	25
4827	LAT	20
4850	LAT	17
4850	SEC	8
4851	CAR	2
4851	LAT	6
4851	NAS	10
4852	CAR	1
4852	LAT	22
4859	LAT	26
4860	CAR	2
4860	LAT	25
4876	CAR	57
4876	LAT	9
4877	LAT	50
4878	LAT	40
4882	CAR	47
4882	LAT	6
4883	WEA	76
4884	LAT	70
4884	WEA	6
4892	CAR	21
4902	NAS	15
4908	LAT	77
4911	CAR	13
4911	LAT	63
4915	NAS	106
4919	CAR	30
4930	NAS	17
4931	CAR	83
4931	LAT	12
4938	CAR	73
4944	CAR	255
4944	NAS	25
4945	NAS	138
4947	CAR	28
4948	CAR	65
4948	LAT	15
4951	CAR	112
4961	NAS	30
4967	NAS	30
4969	CAR	27
4974	CAR	142
4974	NAS	19
4981	CAR	77
4982	NAS	15
4983	CAR	41
4983	NAS	4
4988	CAR	25
4990	CAR	32
5008	CAR	32
5025	CAR	9
5025	LAT	190
5025	NAS	6
5026	NAS	190
5027	CAR	8
5027	LAT	12
5028	CAR	8
5028	LAT	10
5029	NAS	15
5052	LAT	34
5055	CAR	17
5055	LAT	3
5055	NAS	26
5067	CAR	7
5067	NAS	21
5068	CAR	5
5068	LAT	25
5070	CAR	108
5070	LAT	32
5070	NAS	1
5071	LAT	128
5072	LAT	115
5073	CAR	3
5073	LAT	76
5074	LAT	58
5076	NAS	1
5076	WEA	74
5077	LAT	70
5077	NAS	9
5093	LAT	162
5093	NAS	1
5096	LAT	22
5100	CAR	16
5100	NAS	2
5117	NAS	216
5131	NAS	20
5139	NAS	21
5151	NAS	16
5157	CAR	2
5157	NAS	36
5167	CAR	9
5167	LAT	38
5167	NAS	7
5173	NAS	40
5192	NAS	28
5202	NAS	57
5204	NAS	17
5205	NAS	17
5214	CAR	21
5214	NAS	7
5218	NAS	15
5244	NAS	18
5251	LAT	72
5252	LAT	65
5252	NAS	1
5253	LAT	70
5253	NAS	13
5258	NAS	23
5260	NAS	31
5261	NAS	38
5263	CAR	45
5265	CAR	42
5271	LAT	159
5281	CAR	147
5281	LAT	5
5282	NAS	15
5288	NAS	60
5292	CAR	14
5292	NAS	6
5296	NAS	28
5322	NAS	16
5329	LAT	40
5329	NAS	5
5331	LAT	262
5332	CAR	6
5332	LAT	9
5332	NAS	29
5345	LAT	65
5345	NAS	12
5349	CAR	11
5349	LAT	31
5349	NAS	4
5355	CAR	97
5355	NAS	2
5373	CAR	36
5373	LAT	5
5374	LAT	33
5378	CAR	3
5378	NAS	18
5379	CAR	11
5379	NAS	16
5384	NAS	70
5393	CAR	3
5393	LAT	1
5393	NAS	35
5399	NAS	14
5399	SEC	2
5401	NAS	21
5429	LAT	64
5430	CAR	46
5430	LAT	27
5433	CAR	4
5433	LAT	82
5434	CAR	91
5439	CAR	18
5445	LAT	78
5447	LAT	84
5451	CAR	107
5474	CAR	8
5474	LAT	16
5475	CAR	15
5487	NAS	41
5492	LAT	29
5492	NAS	22
5493	CAR	28
5493	NAS	1
5499	NAS	20
5505	CAR	3
5505	LAT	14
5505	NAS	1
5506	CAR	1
5506	LAT	18
5510	NAS	42
5510	WEA	112
5511	NAS	69
5512	CAR	3
5512	LAT	58
5515	CAR	55
5517	LAT	16
5518	NAS	37
5530	NAS	15
5542	LAT	44
5543	LAT	53
5545	NAS	67
5553	CAR	12
5553	LAT	41
5553	NAS	3
5554	LAT	40
5557	NAS	27
5562	CAR	161
5562	NAS	6
5563	CAR	105
5576	NAS	176
5585	NAS	120
5594	CAR	8
5594	NAS	25
5600	LAT	52
5600	NAS	14
5601	NAS	55
5603	CAR	1
5603	LAT	17
5604	CAR	13
5604	LAT	3
5604	NAS	8
5608	NAS	22
5624	CAR	104
5627	CAR	1
5627	NAS	16
5634	CAR	26
5634	NAS	9
5646	NAS	24
5647	CAR	2
5647	NAS	14
5666	LAT	6
5666	NAS	24
5668	CAR	21
5668	NAS	2
5670	NAS	32
5678	LAT	37
5685	NAS	28
5689	NAS	27
5695	CAR	65
5702	CAR	8
5702	LAT	10
5702	NAS	1
5703	LAT	31
5703	NAS	2
5705	NAS	16
5712	LAT	63
5713	NAS	94
5714	CAR	18
5727	CAR	10
5727	NAS	12
5732	NAS	22
5734	NAS	17
5748	NAS	20
5749	CAR	8
5749	LAT	10
5749	NAS	5
5754	NAS	23
5757	CAR	9
5757	NAS	65
5777	CAR	72
5777	NAS	11
5784	NAS	15
5785	CAR	2
5785	LAT	15
5789	CAR	153
5790	LAT	132
5805	NAS	18
5806	NAS	31
5815	CAR	24
5815	NAS	6
5838	NAS	101
5841	NAS	23
5847	LAT	48
5850	NAS	26
5859	CAR	19
5859	LAT	16
5860	LAT	19
5865	LAT	26
5879	NAS	19
5887	CAR	70
5910	LAT	35
5912	CAR	17
5914	LAT	41
5922	LAT	13
5922	NAS	6
5927	NAS	18
5952	NAS	16
5962	NAS	59
5964	CAR	3
5964	LAT	27
5968	CAR	75
5968	NAS	18
5999	CAR	6
5999	NAS	14
6002	CAR	1
6002	NAS	22
6007	LAT	22
6007	NAS	14
6008	CAR	40
6008	NAS	7
6009	CAR	23
6009	NAS	1
6014	CAR	10
6014	LAT	21
6029	CAR	25
6029	NAS	21
6035	NAS	67
6037	NAS	39
6038	CAR	15
6038	LAT	13
6038	NAS	11
6044	CAR	116
6049	LAT	45
6049	NAS	3
6056	NAS	25
6069	LAT	102
6069	NAS	1
6080	NAS	32
6081	CAR	12
6081	NAS	8
