30569,1589772
79759,1589772
215516,1589772
230518,1589772
276537,1589772
332928,1589772
353235,1589772
358102,1589772
420012,1589772
493902,1589772
512534,1589772
556401,1589772
589705,1589772
597419,1589772
898979,1589772
900845,1589772
906919,1589772
911723,1589772
958765,1589772
961605,1589772
967090,1589772
1236907,1589772
1308316,1589772
1370298,1589772
1394955,1589772
1532243,1589772
1879385,1589772
1961398,1589772
1972827,1589772
2252703,1589772
2471734,1589772
2517550,1589772
1293967,1589772
964053,1589772
1785234,1589772
358102,1589772
358102,1589772
2936721,1589772
49207,1589772
3158819,1589772
1799446,1589772
2913892,1589772
3216852,1589772
3231170,1589772
456517,1589772
3264851,1589772
1979521,1589772
950571,1589772
3093755,1589772
3465051,1589772
3470812,1589772
3501536,1589772
3534444,1589772
3641581,1589772
174861,1589772
363336,1589772
3699510,1589772
648598,1589772
174878,1589772
1038009,1589772
358102,1589772
950571,1589772
177698,1589789
177698,1589789
701643,1589789
2365563,1589789
2436403,1589789
559888,1589789
1841566,1590361
1917139,1590361
1979727,1590361
2756096,1590361
2753137,1590361
3009186,1590361
2753137,1590361
147130,1590497
239973,1590497
595446,1590497
906659,1590497
1288717,1590497
1581084,1590497
2217537,1590497
2639545,1590497
2793701,1590497
2939124,1590497
915554,1590497
319352,1590497
3797243,1590497
3869238,1590497
2939124,1590497
24904,1590598
90447,1590598
145734,1590598
177485,1590598
213384,1590598
245800,1590598
248662,1590598
291566,1590598
352226,1590598
366339,1590598
466816,1590598
467278,1590598
514285,1590598
522815,1590598
524325,1590598
527088,1590598
590105,1590598
595470,1590598
647798,1590598
906659,1590598
1095842,1590598
1131152,1590598
1143268,1590598
1285578,1590598
1308316,1590598
1330076,1590598
1330086,1590598
1333712,1590598
1368680,1590598
1476738,1590598
1521093,1590598
1551588,1590598
1561452,1590598
1750796,1590598
1836130,1590598
2199847,1590598
2236798,1590598
2336837,1590598
2435269,1590598
451179,1590598
521932,1590598
2940969,1590598
3088820,1590598
3302581,1590598
3397971,1590598
1581003,1590598
1581003,1590598
1581003,1590598
107168,1591267
368504,1591267
1306937,1591267
79883,1591267
511238,1591267
79883,1591267
79883,1591267
79883,1591267
468797,1591511
2950109,1591511
1775086,1591511
521681,1591511
2950109,1591511
467463,1591648
1284212,1591648
2253650,1591648
2423135,1591648
2777843,1591648
2915883,1591648
2359819,1591648
2915883,1591648
3753956,1591648
3800032,1591648
2915883,1591648
31387,1592156
366339,1592156
466631,1592156
506086,1592156
559567,1592156
836385,1592156
847664,1592156
916226,1592156
961253,1592156
1081003,1592156
1731325,1592156
1743943,1592156
2290002,1592156
2365586,1592156
2471542,1592156
2486088,1592156
2542021,1592156
2752457,1592156
964867,1592156
1333566,1592156
1739109,1592156
3725602,1592156
72193,1592156
964867,1592156
63805,1592462
164904,1592462
361364,1592462
373678,1592462
413494,1592462
468747,1592462
521904,1592462
590086,1592462
636574,1592462
762711,1592462
843987,1592462
946122,1592462
975060,1592462
1056914,1592462
1258331,1592462
1323736,1592462
1464675,1592462
1491262,1592462
1573338,1592462
1585571,1592462
1588656,1592462
1639520,1592462
2270271,1592462
2273260,1592462
2273298,1592462
2372577,1592462
2414737,1592462
2590749,1592462
135879,1592462
1560438,1592462
801162,1592462
2887455,1592462
1361528,1592462
3045425,1592462
1776895,1592462
3073358,1592462
3091431,1592462
3122709,1592462
3128792,1592462
3130045,1592462
3130503,1592462
3132207,1592462
3138268,1592462
65177,1592462
3147522,1592462
3149764,1592462
3157525,1592462
3172507,1592462
3174142,1592462
3177492,1592462
3185704,1592462
3187931,1592462
3190892,1592462
233928,1592462
3196968,1592462
3199965,1592462
3207909,1592462
3207960,1592462
3216131,1592462
3217746,1592462
3219633,1592462
3221336,1592462
3221340,1592462
3226498,1592462
3228030,1592462
355751,1592462
3232043,1592462
3233755,1592462
3243271,1592462
3246050,1592462
2931682,1592462
3260431,1592462
3274208,1592462
3280700,1592462
3284219,1592462
3286191,1592462
3286244,1592462
3298595,1592462
3299194,1592462
3299196,1592462
3302671,1592462
3309833,1592462
3313969,1592462
3316626,1592462
3320687,1592462
2050267,1592462
3326965,1592462
3336429,1592462
3345697,1592462
3360607,1592462
3365788,1592462
804631,1592462
3370724,1592462
2140111,1592462
2966249,1592462
3386926,1592462
3390086,1592462
3395313,1592462
3396098,1592462
3397873,1592462
3402165,1592462
3402178,1592462
2976212,1592462
957894,1592462
3419646,1592462
3424836,1592462
3429607,1592462
999962,1592462
3432201,1592462
3439112,1592462
3439137,1592462
3444734,1592462
3449093,1592462
3452560,1592462
3455680,1592462
3457239,1592462
3463018,1592462
2309262,1592462
2311259,1592462
3483152,1592462
3496281,1592462
1209502,1592462
3498825,1592462
3500002,1592462
3501605,1592462
3508499,1592462
3520538,1592462
1289087,1592462
2839170,1592462
3531029,1592462
1333803,1592462
3535508,1592462
3552348,1592462
3554547,1592462
3557191,1592462
3564003,1592462
3568073,1592462
3599136,1592462
3601717,1592462
3601739,1592462
3603079,1592462
3605830,1592462
2753939,1592462
3609686,1592462
2574231,1592462
1596635,1592462
3623783,1592462
3042214,1592462
3641760,1592462
3644854,1592462
1779340,1592462
3664983,1592462
452540,1592462
1993895,1592462
554832,1592462
1361528,1592462
1414048,1592462
1502909,1592462
1431920,1592462
1779340,1592462
32971,1593028
3024639,1593028
52939,1593119
132002,1593119
214629,1593119
245800,1593119
250552,1593119
307159,1593119
353771,1593119
493902,1593119
528563,1593119
727485,1593119
833256,1593119
907178,1593119
907181,1593119
936875,1593119
960211,1593119
1033756,1593119
1134821,1593119
1223758,1593119
1285516,1593119
1330076,1593119
1400242,1593119
1561114,1593119
1573644,1593119
1885641,1593119
1886206,1593119
1920895,1593119
1960023,1593119
1980131,1593119
2014889,1593119
2050915,1593119
2179547,1593119
2207826,1593119
2224950,1593119
2231918,1593119
2340911,1593119
2513650,1593119
2528786,1593119
2559037,1593119
1307758,1593119
1132219,1593119
60418,1593119
131993,1593119
3050124,1593119
3696308,1593119
1049340,1593119
131993,1593119
3696308,1593119
1049340,1593119
1066646,1593119
3956241,1593119
1037671,1594448
1037671,1594448
3786453,1594448
1037671,1594448
2234774,1594452
1516334,1594452
3009018,1595817
3009018,1595817
916114,1595987
12491,1596024
49843,1596024
61004,1596024
82753,1596024
86863,1596024
91698,1596024
100207,1596024
123756,1596024
414263,1596024
419478,1596024
453996,1596024
467104,1596024
524612,1596024
705227,1596024
1305728,1596024
1328967,1596024
1494931,1596024
1721227,1596024
1821606,1596024
2073439,1596024
2273239,1596024
2393421,1596024
2569347,1596024
13885,1596024
509541,1596024
2795412,1596024
2804040,1596024
2813037,1596024
1002669,1596024
2880723,1596024
56224,1596024
2735702,1596024
3277864,1596024
3317004,1596024
3433675,1596024
1109917,1596024
2324977,1596024
2626792,1596024
1225925,1596024
56224,1596024
1225925,1596024
467032,1597537
1319472,1597537
1426430,1597537
1546178,1597537
1973640,1597537
2713578,1597537
2897579,1597537
444305,1597537
2999393,1597537
3418091,1597537
444305,1597537
31224,1599024
129350,1599024
351324,1599024
598087,1599024
890059,1599024
1095837,1599024
1297342,1599024
1529729,1599024
